time,x,y,z,heartbeat,label
3150.0,-0.2699738,-0.12495419999999999,0.9538116,87.0,3
3180.0,-0.2694855,-0.1259308,0.9538269,86.0,3
3210.0,-0.2699585,-0.1274261,0.9514007999999999,85.0,3
3240.0,-0.2699585,-0.1230011,0.9503937,86.0,3
3270.0,-0.26850890000000005,-0.12297060000000001,0.9542999,86.0,3
3300.0,-0.26899720000000005,-0.12249760000000001,0.9523468,83.0,3
3330.0,-0.2719727,-0.12100219999999999,0.9557343,86.0,3
3360.0,-0.26852420000000005,-0.12100219999999999,0.9557495,86.0,3
3390.0,-0.2690125,-0.1239471,0.9552765,86.0,3
3420.0,-0.26802059999999994,-0.12052919999999999,0.9533081,85.0,3
3450.0,-0.2694855,-0.12052919999999999,0.9528198,86.0,3
3480.0,-0.26802059999999994,-0.12052919999999999,0.9537964,87.0,3
3510.0,-0.2670135,-0.1220245,0.9508972,86.0,3
3540.0,-0.26899720000000005,-0.12052919999999999,0.9533081,85.0,3
3570.0,-0.27049259999999997,-0.1185608,0.9537810999999999,86.0,3
3600.0,-0.26802059999999994,-0.1210175,0.9537964,86.0,3
3630.0,-0.26652529999999997,-0.1210327,0.9508972,86.0,3
3660.0,-0.2675323,-0.12004089999999999,0.9533081,87.0,3
3690.0,-0.27302550000000003,-0.13754270000000002,0.9767609,86.0,0
3720.0,-0.1837921,-0.1911774,0.960083,95.0,0
3750.0,-0.177887,-0.1965637,0.9616089,78.0,0
3780.0,-0.17739870000000002,-0.1980438,0.9621124,78.0,0
3810.0,-0.1759338,-0.19754029999999997,0.9626007,79.0,1
3840.0,-0.1773834,-0.19854739999999999,0.9591826999999999,80.0,2
3870.0,-0.1759186,-0.1980438,0.9616241,81.0,2
3900.0,-0.17541500000000002,-0.1990356,0.9601745999999999,81.0,2
3930.0,-0.1744385,-0.2000122,0.9601898000000001,83.0,2
3960.0,-0.1729736,-0.19560239999999998,0.9601745999999999,81.0,2
3990.0,-0.17395020000000003,-0.19854739999999999,0.9606628,81.0,3
4020.0,-0.1768951,-0.2009888,0.9611511,83.0,3
4050.0,-0.1763916,-0.2010193,0.9572601000000001,81.0,3
4080.0,-0.1734619,-0.1999969,0.9631195,83.0,3
4110.0,-0.17395020000000003,-0.19853210000000002,0.9611511,83.0,3
4140.0,-0.1739655,-0.1980286,0.9631042,82.0,3
4170.0,-0.1759186,-0.19853210000000002,0.9611511,86.0,3
4200.0,-0.1754456,-0.20047,0.9650574000000001,84.0,3
4230.0,-0.1714935,-0.1995087,0.9621582000000001,84.0,3
4260.0,-0.17442320000000003,-0.2000275,0.9592132999999999,86.0,3
4290.0,-0.17442320000000003,-0.20149229999999999,0.9597167999999999,84.0,3
4320.0,-0.17442320000000003,-0.2054291,0.9592438,85.0,3
4350.0,-0.8602141999999999,-0.737442,-0.0496521,85.0,0
4380.0,0.5144348,-0.15802,-0.8430175999999999,85.0,2
4410.0,0.5056152,-0.156601,-0.8489226999999999,78.0,2
4440.0,0.5007172000000001,-0.149765,-0.8558197,83.0,5
4470.0,0.4933472,-0.1546783,-0.8538818000000001,82.0,5
4500.0,0.5016785,-0.15316770000000002,-0.8504333000000001,88.0,5
4530.0,0.49186709999999995,-0.1492767,-0.8548889000000001,91.0,5
4560.0,0.49044799999999994,-0.1503296,-0.8646393,92.0,5
4590.0,0.49137879999999995,-0.1517334,-0.8558502,92.0,5
4620.0,0.4919281,-0.15083310000000003,-0.8660889,90.0,5
4650.0,0.4825592000000001,-0.1552124,-0.8602753000000001,89.0,5
4680.0,0.48109440000000003,-0.1567078,-0.8622131,91.0,5
4710.0,0.4864807,-0.1502991,-0.8592987,91.0,5
4740.0,0.483551,-0.1542358,-0.8607635,94.0,5
4770.0,0.49087520000000007,-0.149765,-0.8553924999999999,89.0,5
4800.0,0.48109440000000003,-0.15081789999999998,-0.8627471999999999,85.0,5
4830.0,0.4801178,-0.157196,-0.8631897,84.0,5
4860.0,0.4776764,-0.1552582,-0.8661499,86.0,5
4890.0,0.4806061,-0.1552277,-0.8622284,86.0,5
4920.0,0.4815826,-0.1537628,-0.8627166999999999,92.0,5
4950.0,0.479126,-0.1552277,-0.8607788000000001,96.0,5
4980.0,0.48501590000000006,-0.1517792,-0.8612518,91.0,5
5010.0,0.48745730000000004,-0.1502838,-0.8588104,95.0,5
5040.0,0.48402399999999995,-0.15031429999999998,-0.8612671000000001,87.0,5
5070.0,0.4747314,-0.1508789,-0.870575,87.0,5
5100.0,0.4781647,-0.151825,-0.8666534,85.0,5
5130.0,0.4742432,-0.15480039999999998,-0.8695679000000001,94.0,5
5160.0,0.47276309999999994,-0.1503754,-0.8686370999999999,86.0,5
5190.0,0.47422790000000004,-0.15576170000000003,-0.8666534,82.0,5
5220.0,0.4644318,-0.15190120000000001,-0.8754883,83.0,5
5250.0,0.4688568,-0.1499176,-0.8740234,86.0,5
5280.0,0.471283,-0.1503754,-0.8686523000000002,87.0,5
5310.0,0.47177120000000006,-0.1503754,-0.8691254,78.0,5
5340.0,0.4668732,-0.1508942,-0.8725586,81.0,5
5370.0,0.46931459999999997,-0.14791870000000001,-0.8681793,88.0,5
5400.0,0.47276309999999994,-0.1513672,-0.8700867,84.0,5
5430.0,0.4692993,-0.1464386,-0.8681946,89.0,5
5460.0,0.4776611,-0.1464386,-0.8676605,81.0,5
5490.0,0.46440119999999996,-0.1396027,-0.8736267,84.0,5
5520.0,0.46540829999999994,-0.140625,-0.8789673000000001,81.0,5
5550.0,0.4624481,-0.1381531,-0.8770447,82.0,5
5580.0,0.4746857,-0.1371002,-0.8672485000000001,86.0,5
5610.0,0.4663696,-0.14254760000000002,-0.8735961999999999,81.0,5
5640.0,0.4634399,-0.14012149999999998,-0.8770294,86.0,5
5670.0,0.4663544,-0.1376343,-0.8726501,88.0,5
5700.0,0.4614563,-0.13716129999999999,-0.8760834000000001,85.0,5
5730.0,0.4619598,-0.1381683,-0.8780212,83.0,5
5760.0,0.4697876,-0.1371155,-0.8697052,86.0,5
5790.0,0.46783450000000004,-0.1361694,-0.874115,81.0,5
5820.0,0.46388240000000003,-0.13761900000000002,-0.8707123,77.0,5
5850.0,0.4595032,-0.1396332,-0.8780365,88.0,5
5880.0,0.45703119999999997,-0.1376648,-0.8770905000000001,85.0,5
5910.0,0.4663849,-0.13571170000000002,-0.877533,80.0,5
5940.0,0.45703119999999997,-0.1391296,-0.8756103999999999,83.0,5
5970.0,0.4687958,-0.1341858,-0.8712006,84.0,5
6000.0,0.4619598,-0.1391449,-0.8780212,77.0,5
6030.0,0.46047970000000005,-0.136673,-0.8760986,79.0,5
6060.0,0.4584960999999999,-0.1342316,-0.8766174000000001,85.0,5
6090.0,0.46241759999999993,-0.137146,-0.8721924000000001,86.0,5
6120.0,0.45755,-0.14013670000000003,-0.8785248,79.0,5
6150.0,0.460495,-0.13424679999999997,-0.8800049000000001,84.0,5
6180.0,0.46784970000000003,-0.1376648,-0.8760529,81.0,5
6210.0,0.45755,-0.1357422,-0.881958,83.0,2
6240.0,0.4663849,-0.1313171,-0.8809662,82.0,2
6270.0,0.46490479999999995,-0.13471979999999997,-0.8780365,84.0,2
6300.0,0.45901490000000006,-0.137207,-0.8800049000000001,85.0,2
6330.0,0.45803829999999995,-0.1391602,-0.8795013,79.0,2
6360.0,0.463913,-0.1376648,-0.8760681,81.0,2
6390.0,0.4595032,-0.1416016,-0.8770447,84.0,2
6420.0,0.45755,-0.1391602,-0.8795165999999999,78.0,2
6450.0,0.4599915,-0.1381531,-0.8765716999999998,85.0,2
6480.0,0.4595032,-0.13424679999999997,-0.8785553,78.0,2
6510.0,0.46047970000000005,-0.13618470000000002,-0.8765869000000001,79.0,2
6540.0,0.45901490000000006,-0.13768010000000003,-0.8790283000000001,79.0,2
6570.0,0.45703119999999997,-0.1332703,-0.8790588,78.0,2
6600.0,0.45707700000000007,-0.13575739999999997,-0.8843994000000001,81.0,2
6630.0,0.468811,-0.13125610000000001,-0.8731537,81.0,2
6660.0,0.45997619999999995,-0.13325499999999998,-0.8770905000000001,83.0,2
6690.0,0.454071,-0.1327362,-0.8751831,84.0,2
6720.0,0.4551085999999999,-0.1362457,-0.8834380999999999,81.0,2
6750.0,0.45751949999999997,-0.1322784,-0.8785706,80.0,2
6780.0,0.4663849,-0.1283569,-0.8804931999999999,81.0,2
6810.0,0.4634247,-0.1273651,-0.8790588,83.0,2
6840.0,0.472229,-0.1263275,-0.8721924000000001,79.0,2
6870.0,0.45901490000000006,-0.1313019,-0.8805236999999999,82.0,2
6900.0,0.468811,-0.1253815,-0.8761139000000001,83.0,2
6930.0,0.4614258,-0.1297913,-0.8746796,84.0,2
6960.0,0.45901490000000006,-0.1298523,-0.8819885000000001,83.0,2
6990.0,0.45555109999999993,-0.1303101,-0.8786011,83.0,2
7020.0,0.45996090000000006,-0.12883,-0.8766326999999999,83.0,2
7050.0,0.46833800000000003,-0.12883,-0.8775635,86.0,2
7080.0,0.4545898,-0.13230899999999998,-0.8824921,80.0,2
7110.0,0.4589844,-0.1253967,-0.8771515,84.0,2
7140.0,0.46095280000000005,-0.12980650000000002,-0.8775940000000001,86.0,2
7170.0,0.45606990000000003,-0.1254578,-0.8859405999999999,82.0,2
7200.0,0.4555664000000001,-0.1308289,-0.8820038,83.0,2
7230.0,0.45703119999999997,-0.1283569,-0.8800659,86.0,2
7260.0,0.44970699999999997,-0.1343079,-0.8868866,84.0,3
7290.0,0.4594879,-0.1263885,-0.8790894,86.0,3
7320.0,0.45605470000000004,-0.1278839,-0.8815308000000001,86.0,3
7350.0,0.460434,-0.1248779,-0.8747101,85.0,3
7380.0,0.45310969999999995,-0.12739560000000003,-0.8825226,83.0,3
7410.0,0.45945740000000007,-0.12194819999999999,-0.8771667,82.0,3
7440.0,0.45018009999999997,-0.1313324,-0.8834991,84.0,3
7470.0,0.4633942,-0.1175385,-0.8781433000000001,85.0,3
7500.0,0.4486847,-0.1308289,-0.881073,85.0,3
7530.0,0.4486847,-0.1254272,-0.8825684000000001,86.0,3
7560.0,0.4594879,-0.121994,-0.8825226,85.0,3
7590.0,0.4511871,-0.1284332,-0.8903198,86.0,3
7620.0,0.45997619999999995,-0.125885,-0.8786011,85.0,3
7650.0,0.4506531,-0.1288757,-0.8835144,85.0,3
7680.0,0.45410159999999994,-0.121521,-0.8854828000000001,86.0,3
7710.0,0.4584960999999999,-0.1263885,-0.8795776,85.0,3
7740.0,0.4589996,-0.1234589,-0.8820343,86.0,3
7770.0,0.45408630000000005,-0.1293335,-0.8795929,86.0,3
7800.0,0.45164490000000007,-0.1283875,-0.8839874,85.0,3
7830.0,0.4565582,-0.12495419999999999,-0.8839874,86.0,3
7860.0,0.4481812,-0.1234741,-0.8830719000000001,84.0,3
7890.0,0.4487,-0.1318359,-0.8839874,82.0,3
7920.0,0.4462433,-0.1318359,-0.8840027,84.0,3
7950.0,0.4511261,-0.1288452,-0.8800964,86.0,3
7980.0,0.45751949999999997,-0.12493900000000001,-0.8815459999999999,82.0,3
8010.0,0.4555664000000001,-0.12248230000000002,-0.8830261,84.0,3
8040.0,0.4452667,-0.1313477,-0.8845062,83.0,3
8070.0,0.4467316,-0.1274261,-0.8854828000000001,86.0,3
8100.0,0.4477081,-0.1318207,-0.8825378,83.0,3
8130.0,0.4487,-0.1249695,-0.885498,83.0,3
8160.0,0.45162959999999996,-0.1244354,-0.8815765,85.0,3
8190.0,0.44967650000000003,-0.125946,-0.8849945,82.0,3
8220.0,0.4511719,-0.12351989999999999,-0.8889007999999999,84.0,3
8250.0,0.4486847,-0.1298523,-0.8830261,84.0,3
8280.0,0.44721980000000006,-0.1308441,-0.8830261,83.0,3
8310.0,0.45945740000000007,-0.11949160000000002,-0.8776703000000001,83.0,3
8340.0,0.4452515,-0.129364,-0.8830565999999999,82.0,3
8370.0,0.4487,-0.1278992,-0.8845062,82.0,3
8400.0,0.44918820000000004,-0.125946,-0.8845062,82.0,3
8430.0,0.44821170000000005,-0.12399289999999999,-0.8864745999999999,86.0,3
8460.0,0.46583559999999996,-0.1184998,-0.8756866,86.0,3
8490.0,0.4521179,-0.1146393,-0.8850555,86.0,3
8520.0,0.4486847,-0.1234741,-0.8840332000000001,85.0,3
8550.0,0.4506378,-0.1254272,-0.8820648000000001,85.0,3
8580.0,0.45162959999999996,-0.1234589,-0.8820800999999999,85.0,3
8610.0,0.44721980000000006,-0.1230164,-0.8869780999999999,84.0,3
8640.0,0.4432831,-0.1249695,-0.8860167999999999,85.0,3
8670.0,0.4467468,-0.1244965,-0.8879395,84.0,3
8700.0,0.45944209999999996,-0.10968019999999999,-0.8777313,83.0,3
8730.0,0.45408630000000005,-0.1210175,-0.8835296999999999,84.0,3
8760.0,0.4418335,-0.1259766,-0.8889313,83.0,3
8790.0,0.4550629,-0.11709589999999999,-0.8850098,84.0,3
8820.0,0.4418335,-0.1254883,-0.8903960999999999,85.0,3
8850.0,0.45410159999999994,-0.1181183,-0.888916,82.0,3
8880.0,0.4467316,-0.125473,-0.8869629000000001,84.0,3
8910.0,0.45162959999999996,-0.12150570000000001,-0.8835449000000001,84.0,3
8940.0,0.44772340000000005,-0.1274261,-0.8859710999999999,83.0,3
8970.0,0.44671629999999996,-0.12495419999999999,-0.8840485,83.0,3
9000.0,0.4467316,-0.1264343,-0.885498,82.0,3
9030.0,0.44821170000000005,-0.1181183,-0.8899231,83.0,3
9060.0,0.445755,-0.12448119999999999,-0.8864898999999999,82.0,3
9090.0,0.44622799999999996,-0.12397770000000001,-0.8855133,81.0,3
9120.0,0.4457397,-0.1230164,-0.8869780999999999,83.0,3
9150.0,0.44329830000000003,-0.1215515,-0.8894348,81.0,3
9180.0,0.44917299999999993,-0.12249760000000001,-0.8840485,83.0,3
9210.0,0.4501495,-0.1239471,-0.8815917999999999,82.0,3
9240.0,0.442337,-0.124527,-0.8913726999999999,81.0,3
9270.0,0.4437714,-0.1249695,-0.8860016,84.0,3
9300.0,0.4477081,-0.12397770000000001,-0.885498,81.0,3
9330.0,0.44622799999999996,-0.1215363,-0.8860167999999999,83.0,3
9360.0,0.44133,-0.1259613,-0.8874816999999999,82.0,3
9390.0,0.44622799999999996,-0.12397770000000001,-0.8855133,82.0,3
9420.0,0.445755,-0.1235046,-0.8869780999999999,78.0,3
9450.0,0.4452667,-0.1254883,-0.888916,80.0,3
9480.0,0.4452515,-0.12399289999999999,-0.8864898999999999,79.0,3
9510.0,0.45162959999999996,-0.12004089999999999,-0.8835601999999999,81.0,3
9540.0,0.44134520000000005,-0.1274414,-0.888443,81.0,0
9570.0,-0.5309448,0.2934113,-0.7914734,85.0,1
9600.0,-0.45155329999999994,0.506546,-0.7372741999999999,86.0,1
9630.0,-0.44075010000000003,0.5183258,-0.7377776999999999,72.0,2
9660.0,-0.4338531,0.5192871,-0.7406616,71.0,2
9690.0,-0.4353333,0.521759,-0.7397156,81.0,2
9720.0,-0.4348755,0.5271759,-0.7368164,71.0,2
9750.0,-0.43194579999999994,0.5257263000000001,-0.7338715,71.0,2
9780.0,-0.4295044,0.5316314999999999,-0.7324371000000001,71.0,2
9810.0,-0.3969116,0.603653,-0.6947021,84.0,2
9840.0,-0.38804629999999996,0.6060791,-0.6975861,71.0,2
9870.0,-0.3895416,0.6080627,-0.6951599,71.0,2
9900.0,-0.38465879999999997,0.6051635999999999,-0.6887816999999999,72.0,2
9930.0,-0.39352420000000005,0.6144866999999999,-0.6898651,77.0,2
9960.0,-0.3772736,0.6164246,-0.6941681,75.0,2
9990.0,-0.3752747,0.6080627,-0.6970367,76.0,1
10020.0,-0.3777771,0.6159363,-0.6931915,76.0,2
10050.0,-0.375,0.6656494000000001,-0.6798553,78.0,2
10080.0,-0.3557281,0.6395874,-0.6854248000000001,77.0,1
10110.0,-0.3547821,0.6396179,-0.6810303000000001,76.0,1
10140.0,-0.1765442,-0.9596863000000001,0.211853,74.0,1
10170.0,-0.175766,-0.9823151,0.07855219999999999,73.0,2
10200.0,-0.1742096,-0.9838867,0.06639099999999999,78.0,1
10230.0,-0.1604156,-0.9844055,0.0611115,74.0,1
10260.0,-0.1652222,-0.9830933000000001,0.041107199999999997,80.0,5
10290.0,-0.16372679999999998,-0.9850921999999999,0.0357666,83.0,5
10320.0,-0.1627045,-0.9853516,-0.06112669999999999,80.0,5
10350.0,-0.1511536,-0.9893950999999999,-0.013305700000000002,78.0,5
10380.0,-0.17524720000000002,-0.7206878999999999,-0.3945007,81.0,5
10410.0,-0.1561279,-0.9873656999999999,-0.0040894,78.0,5
10440.0,-0.157074,-0.9854431,-0.0094604,84.0,5
10470.0,0.3611908,0.1557007,-0.9179229999999999,86.0,5
10500.0,0.37208559999999996,0.1247559,-0.9181519,72.0,5
10530.0,0.3676758,0.1212921,-0.9210815,79.0,5
10560.0,0.3686676,0.1193237,-0.9220427999999999,81.0,5
10590.0,0.3637543,0.1203003,-0.9235382,80.0,5
10620.0,0.36129759999999994,0.1212769,-0.92453,81.0,5
10650.0,0.3662262,0.1207733,-0.9249878,76.0,5
10680.0,0.36131290000000005,0.1222382,-0.9269714,77.0,5
10710.0,0.3627777,0.1188202,-0.9235228999999999,80.0,5
10740.0,0.3657227,0.12178039999999998,-0.9220734,78.0,5
10770.0,0.36231990000000003,0.1187897,-0.9279175,76.0,5
10800.0,0.3652344,0.1232452,-0.9235382,79.0,5
10830.0,0.3608398,0.11830139999999999,-0.9269409,73.0,5
10860.0,0.3578491,0.12275699999999999,-0.9230957000000001,80.0,5
10890.0,0.3613281,0.1187897,-0.9274292,69.0,5
10920.0,0.3588715,0.1187897,-0.9279326999999999,71.0,5
10950.0,0.3657227,0.11883540000000001,-0.9225310999999999,77.0,5
10980.0,0.3607941,0.12130739999999998,-0.9201507999999999,78.0,5
11010.0,0.3593597,0.1173248,-0.9264679,74.0,5
11040.0,0.3564148,0.1197662,-0.9289245999999999,72.0,5
11070.0,0.3583832,0.1173096,-0.9279326999999999,73.0,5
11100.0,0.36573790000000006,0.1168671,-0.9230193999999999,73.0,5
11130.0,0.3593597,0.11340330000000001,-0.9249725000000001,76.0,5
11160.0,0.3608398,0.1158447,-0.9279021999999999,71.0,5
11190.0,0.3593597,0.11341860000000001,-0.9244843,75.0,5
11220.0,0.3559265,0.11141969999999998,-0.9274139000000001,72.0,5
11250.0,0.359375,0.11143489999999999,-0.9264220999999999,71.0,5
11280.0,0.35839840000000006,0.11093139999999999,-0.9283752000000001,74.0,5
11310.0,0.3633118,0.11387629999999999,-0.9273986999999999,70.0,5
11340.0,0.3598633,0.11093139999999999,-0.9269103999999999,77.0,5
11370.0,0.358902,0.112381,-0.9298401,74.0,5
11400.0,0.3618317,0.11093139999999999,-0.9273834000000001,73.0,5
11430.0,0.35400390000000004,0.10697939999999999,-0.9313049000000001,74.0,5
11460.0,0.355957,0.10894780000000001,-0.9308166999999999,72.0,5
11490.0,0.3598785,0.10945129999999999,-0.9283600000000001,73.0,5
11520.0,0.35693359999999996,0.10992429999999999,-0.9303283999999999,78.0,5
11550.0,0.3569489,0.10942080000000001,-0.9317931999999999,79.0,5
11580.0,0.3598938,0.10404970000000001,-0.9288177,68.0,5
11610.0,0.358429,0.1035461,-0.9297943000000001,71.0,5
11640.0,0.359375,0.1080017,-0.9259185999999999,74.0,5
11670.0,0.3584137,0.10404970000000001,-0.9278412,68.0,5
11700.0,0.36087040000000004,0.1020813,-0.9283142,73.0,5
11730.0,0.3584137,0.1050262,-0.9283447,77.0,5
11760.0,0.3613586,0.1001434,-0.9243927,70.0,5
11790.0,0.3603668,0.1060181,-0.9268799000000001,68.0,5
11820.0,0.3583832,0.1099548,-0.9264220999999999,75.0,5
11850.0,0.3584137,0.1035614,-0.9288177,68.0,5
11880.0,0.36087040000000004,0.1030884,-0.9263610999999999,71.0,5
11910.0,0.3599091,0.10058589999999999,-0.9307404,72.0,0
11940.0,0.3169861,-0.0144958,-0.9497681,80.0,1
11970.0,0.322403,-0.019393900000000002,-0.9487305,70.0,1
12000.0,0.3229065,-0.023315400000000003,-0.9487,67.0,2
12030.0,0.3238678,-0.0223083,-0.9452972,67.0,2
12060.0,0.3218994,-0.0154572,-0.9477844000000001,70.0,2
12090.0,0.3213959,-0.0183868,-0.9453278,68.0,2
12120.0,0.3238831,-0.0203552,-0.9472504,68.0,2
12150.0,0.3282928,-0.0183868,-0.9467468000000001,67.0,2
12180.0,0.3209381,-0.024307299999999997,-0.9482269,67.0,2
12210.0,0.3199768,-0.0243225,-0.9506683000000001,68.0,2
12240.0,0.3238831,-0.026748700000000004,-0.9467315999999999,68.0,2
12270.0,0.32192990000000005,-0.0257721,-0.9482117,67.0,2
12300.0,0.32241820000000004,-0.027725200000000002,-0.9472198000000001,67.0,0
